School,Address,Lat/Lon,Distance (Miles)
Center for Neurosomatic Therapy,"13825 Icot Blvd #604, Clearwater, FL, 33760","(27.897058, -82.715324)",2518.45187311743
National Aviation Academy,"6225 Ulmerton Road, Clearwater, FL, 33760","(27.893862, -82.718994)",2518.44206537739
Eastern Maine Community College,"354 Hogan Road, Bangor, ME, 04401","(44.833725, -68.74197)",2518.33105826345
Fortis College - Largo,"6565 Ulmerton Road, Largo, FL, 33771","(27.893682, -82.72816)",2518.04558247959
Beal College,"99 Farm Road, Bangor, ME, 04401","(44.785892, -68.78479)",2517.7612366917
Remington College-Largo Campus,"8550 Ulmerton Rd Unit 100, Largo, FL, 33771-3842","(27.894432, -82.7586)",2516.66476009294
Schiller International University,"8560 Ulmerton Road, Largo, FL, 33771","(27.894432, -82.75866)",2516.66210910158
New England School of Communications,"1 College Circle, Bangor, ME, 04401","(44.825836, -68.79147)",2516.33754783019
Clearwater Christian College,"3400 Gulf to Bay Blvd, Clearwater, FL, 33759-4595","(27.960987, -82.698715)",2516.14000957103
Lake-Sumter State College,"9501 US Hwy 441, Leesburg, FL, 34788-8751","(28.827377, -81.8008)",2515.25191870655
Spa Tech Institute - Plymouth,"59 Industrial Park Rd, Plymouth, MA, 02360","(41.95781, -70.70422)",2515.05110233984
The Players School of Music,"923 McMullen Booth Road, Clearwater, FL, 33759","(27.975067, -82.70883)",2515.02231565579
Beauty and Health Institute,"11309 Countryway Boulevard, Tampa, FL, 33626","(28.054699, -82.62376)",2514.9987796627
LaBaron Hairdressing Academy,"281 Union St, New Bedford, MA, 02740","(41.63391, -70.929016)",2514.98305805334
Sunstate Academy,"2525 Drew St, Clearwater, FL, 33765-2702","(27.967926, -82.73278)",2514.30334044093
KW Computer Training d/b/a National Association of Photoshop Professionals,"333 Douglas Road East, Oldsmar, FL, -","(28.041584, -82.65896)",2514.06406589024
Waldo County Technical Center,"1022 Waterville Road, Waldo, ME, 04915","(44.454685, -69.09697)",2513.15290137574
J & J Driving School and Logistics,"978 Nash Rd., New Bedford, MA, 02746","(41.664597, -70.94951)",2513.0690360477
Beacon College,"105 E Main St, Leesburg, FL, 34748","(28.811037, -81.875114)",2512.69271288744
Trinity College of Florida,"2430 Welbilt Blvd, Trinity, FL, 34655-4401","(28.193579, -82.67989)",2505.9215336252
Diman Regional Technical Institute - School of Practical Nursing,"251 Stonehaven Rd, Fall River, MA, 02723","(41.700363, -71.126526)",2503.81852939308
Bristol Community College,"777 Elsbree St, Fall River, MA, 02720-7395","(41.723213, -71.122185)",2503.29489402494
Palm Harbor Montessori Teacher Education Center,"1710 Grand Central Drive, Tarpon Spring, FL, 34689","(28.151318, -82.78613)",2503.22273046046
Pasco-Hernando State College,"10230 Ridge Road, New Port Richey, FL, 34654-5199","(28.27929, -82.6499)",2503.19040905919
Salve Regina University,"100 Ochre Point Avenue, Newport, RI, 02840-4192","(41.472286, -71.300095)",2503.09987923449
Rob Roy Academy Fall River Campus,"260 S Main St, Fall River, MA, 02720-3445","(41.705254, -71.15491)",2502.36209833797
IYRS School of Technology & Trades,"449 Thames St, Newport, RI, 02840","(41.481087, -71.314415)",2502.16158470551
Suncoast Technical Education Center,"4057 California Street, Brooksville, FL, 34604","(28.484455, -82.46133)",2501.87461997685
Fred K. Marchman Technical College,"7825 Campus Drive, New Port Richey, FL, 34653","(28.271189, -82.69079)",2501.76146919325
Bristol - Plymouth Regional Technical School,"940 County Street, Taunton, MA, 02780","(41.876884, -71.06118)",2501.24735069324
University of Maine at Presque Isle,"181 Main St, Presque Isle, ME, 04769-2888","(46.673336, -68.015686)",2500.89027233812
Bene's Career Academy,"7027 US Hwy 19, New Port Richey, FL, 34652","(28.259155, -82.72792)",2500.68610191166
Naval Chaplaincy School and Center,"114 Porter Avenue, Newport, RI, 02841","(41.51031, -71.32649)",2500.67585302738
Northern Maine Community College,"33 Edgemont Drive, Presque Isle, ME, 04769","(46.695915, -68.03366)",2499.51678852133
Rob Roy Academy - Taunton,"1 School St, Taunton, MA, 02780-5339","(41.903927, -71.09145)",2499.01125347547
Unity College,"90 Quaker Hill Road, Unity, ME, 04988","(44.605503, -69.33209)",2498.31325044818
Career Institute of Florida - Spring Hill,"7353-7355 Spring Hill Drive, Spring Hill, FL, 34606","(28.45102, -82.59567)",2497.48304556717
Westlawn Institute of Marine Technology,"243 Washington Street, Bath, ME, 04530","(43.894207, -69.81712)",2496.85125475532
Southeastern Technical Institute,"250 Foundry Street, South Easton, MA, 02375","(42.010983, -71.08074)",2496.149265732
Ailano School of Cosmetology,"541 West St, Brockton, MA, 02301-5734","(42.070683, -71.04537)",2495.90518510405
Discovery Diving Company,"414 Orange Street, Beaufort, NC, 28516","(34.721634, -76.66415)",2495.8177822054
Stonehill College,"320 Washington Street, Easton, MA, 02357-6110","(42.065857, -71.0872)",2494.14091926184
Taylor College,"5190 SE 125th Street, Belleview, FL, 34420","(29.040487, -82.06093)",2493.70773673241
Massachusetts School of Barbering,"64 Ross Way, Quincy, MA, 02169","(42.246914, -71.00195)",2492.4170534744
Mansfield Beauty Schools,"200 Parking Way, Quincy, MA, 02169","(42.244972, -71.00327)",2492.41680713045
MotoRing Technical Training Institute (MTTI),"1241 Fall River Avenue, Seekonk, MA, 02771","(41.791786, -71.323944)",2491.87987269735
Porter & Chester Institute - Canton,"5 Campanelli Circle, Canton, MA, 02021","(42.165115, -71.07433)",2491.64210938091
Carteret Community College,"3505 Arendell St, Morehead City, NC, 28557-2989","(34.72445, -76.75387)",2491.53734286959
Marian Court College,"35 Littles Point Rd, Swampscott, MA, 01907","(42.466526, -70.889496)",2490.78705650438
Endicott College,"376 Hale St, Beverly, MA, 01915","(42.551346, -70.83775)",2490.55058638303
Blue Hills Regional Technical School,"800 Randolph St, Canton, MA, 02021","(42.18137, -71.105896)",2489.69351293045
Bay State School of Technology,"225 Turnpike St, Canton, MA, 02021","(42.1762, -71.1125)",2489.55173248969
Salem State University,"352 Lafayette St, Salem, MA, 01970","(42.50632, -70.89096)",2489.50003786968
Laboure College,"303 Adams Street, Milton, MA, 02186","(42.261272, -71.057655)",2489.42559316165
Montessori Institute - New England,"243 Essex Street, Beverly, MA, 01915","(42.565334, -70.86422)",2488.9148304035
Montserrat College of Art,"23 Essex St, Beverly, MA, 01915","(42.550354, -70.87647)",2488.8137005408
Gordon-Conwell Theological Seminary,"130 Essex St, South Hamilton, MA, 01982","(42.606377, -70.84515)",2488.53164872645
Jupiter Beauty Academy,"95 Freeport Street, Boston, MA, 02122","(42.305267, -71.057144)",2488.08985604247
Curry College,"1071 Blue Hill Ave, Milton, MA, 02186-2395","(42.2335, -71.11196)",2487.80108791423
RIA English Language Institute,"75 East Street, Providence, RI, 02903","(41.81949, -71.39429)",2487.78264362296
College Unbound,"325 Public Street, Providence, RI, 02905","(41.80599, -71.41293)",2487.35223343572
Newport School of Hairdressing,"50 Rolfe Street, Cranston, RI, 02910","(41.77719, -71.436295)",2487.18664218394
Community College of Rhode Island,"400 East Ave, Warwick, RI, 02886-1807","(41.71726, -71.47903)",2487.11454630632
Brown University,"1 Prospect St, Providence, RI, 02912","(41.82617, -71.4046)",2487.09995971287
Rhode Island School of Design,"2 College St, Providence, RI, 02903","(41.825977, -71.40691)",2487.00009699221
IMEDIA,"400 Westminster Street, Providence, RI, 02903","(41.821194, -71.41499)",2486.77985937343
Toni & Guy Hairdressing Academy - Cranston,"1400 Oaklawn Avenue, Cranston, RI, 02920","(41.732765, -71.477196)",2486.70973492821
Sawyer School - Pawtucket,"101 Main St, Pawtucket, RI, 02860","(41.87571, -71.38191)",2486.58531188095
Soldier's Home in Massachusetts,"91 Crest Avenue, Chelsea, MA, 02150","(42.400402, -71.02658)",2486.55631232118
Tufts University School of Medicine,"136 Harrison Avenue, Boston, MA, -","(42.349976, -71.061775)",2486.49965590771
Capilo Institute,"43 Bridge Street, Augusta, ME, 04330","(44.317333, -69.779)",2486.3933090496
Urban College of Boston,"2 Boylston Street, Boston, MA, 02116","(42.352386, -71.06263)",2486.38634591589
American Safety Programs & Training,"150 Niantic Avenue, Providence, RI, 02907","(41.800453, -71.439224)",2486.32043845537
Suffolk University,"73 Tremont Street, Boston, MA, 02108","(42.35759, -71.06086)",2486.30698512114
Emerson College,"120 Boylston Street, Boston, MA, 02116-4624","(42.35243, -71.06565)",2486.24695407787
Kennebec Valley Community College,"92 Western Ave, Fairfield, ME, 04937-1367","(44.592773, -69.60887)",2486.24204138742
Benjamin Franklin Institute of Technology,"41 Berkeley St, Boston, MA, 02116","(42.346157, -71.070564)",2486.21556248333
Bay State College,"31 Saint James Avenue, Boston, MA, 02116","(42.350735, -71.07151)",2486.03130852704
Spa Tech Institute - Ipswich,"126 High St, Ipswich, MA, 01938","(42.688828, -70.84946)",2485.82376870055
Butera School of Art,"111 Beacon St, Boston, MA, 02116","(42.355247, -71.073235)",2485.81351055398
Sanford-Brown College - Boston,"126 Newbury Street, Boston, MA, 02116","(42.351154, -71.07676)",2485.7784331794
Thomas College,"180 W River Rd, Waterville, ME, 04901","(44.531578, -69.65786)",2485.76640870888
Mid - Maine Technical Center,"3 Brooklyn Avenue, Waterville, ME, 04901","(44.551353, -69.64584)",2485.74850283127
Fine Mortuary College,"150 Kerry Place, Norwood, MA, 02062","(42.18094, -71.19255)",2485.74199598938
The New England Conservatory of Music,"290 Huntington Ave, Boston, MA, 02115","(42.341297, -71.08657)",2485.63363615784
Empire Beauty School - Boston,"867 Boylston Street, Boston, MA, 02116","(42.34855, -71.08314)",2485.56700550741
Roxbury Community College,"1234 Columbus Ave, Roxbury Crossing, MA, 02120-3400","(42.3296, -71.096115)",2485.55773809253
Finishing Trades Institute of New England,"25 Colgate Road, Roslindale, MA, 02131","(42.293533, -71.12123)",2485.52185119495
Boston Architectural College,"320 Newbury St, Boston, MA, 02115-2703","(42.348713, -71.085846)",2485.43829351249
"The Olin Center for International Study, Inc.","342 Newbury Street, Boston, MA, -","(42.348568, -71.08644)",2485.41560736037
Southern Maine Community College,"2 Fort Road, South Portland, ME, 04106","(43.64634, -70.23)",2485.40698192799
New England Tractor Trailer Training School of RI,"600 Moshassuck Valley Industrial Hwy, Pawtucket, RI, 02860","(41.87986, -71.405106)",2485.39181472881
New England College of Optometry,"424 Beacon St, Boston, MA, 02115","(42.351665, -71.0865)",2485.31748808997
The Boston Conservatory,"8 the Fenway, Boston, MA, 02215","(42.34556, -71.09063)",2485.31672516811
Wentworth Institute of Technology,"550 Huntington Ave, Boston, MA, 02115","(42.33729, -71.09642)",2485.30681739828
First Coast Technical College,"2980 Collins Ave, St Augustine, FL, 32084-1921","(29.921402, -81.34665)",2485.28099632012
Boston School of English,"814 South Street, Roslindale, MA, 02131","(42.288094, -71.13125)",2485.23154217055
Michael K. Galvin Beauty & Business Academy,"379 Atwood Avenue, Cranston, RI, 02920","(41.786488, -71.472595)",2485.22902536423
School of the Museum of Fine Arts - Boston,"230 The Fenway, Boston, MA, 02115-5596","(42.33875, -71.09739)",2485.2174922761
Bunker Hill Community College,"250 New Rutherford Ave, Boston, MA, 02129-2925","(42.37886, -71.07076)",2485.19988403715
Massachusetts College of Art and Design,"621 Huntington Ave, Boston, MA, 02115-5882","(42.336018, -71.10014)",2485.17595281321
Berklee College of Music,"1140 Boylston St MS-1140 OP, Boston, MA, 02215","(42.346302, -71.09352)",2485.16176482869
Simmons University,"300 the Fenway, Boston, MA, 02115-5898","(42.33913, -71.09906)",2485.12944316955
Colby College,"4000 Mayflower Hill, Waterville, ME, 04901","(44.557056, -69.65724)",2485.07525692627
ESL Academy,"529 Main Street Suite 223, Charleston, MA, 02129","(42.383507, -71.071846)",2485.00731675819
University of Maine at Augusta,"46 University Dr, Augusta, ME, 04330-9410","(44.34171, -69.795456)",2484.95811011594
Kaplan Career Institute - Boston,"540 Commonwealth Avenue, Boston, MA, 02215","(42.34876, -71.096565)",2484.94687251516
Emmanuel College,"400 The Fenway, Boston, MA, 02115","(42.341167, -71.101715)",2484.94532087196
Cambridge College,"500 Rutherford Ave, Boston, MA, 02129","(42.38326, -71.07337)",2484.94526521245
Kaplan Career Institute - Charlestown,"570 Rutherford Ave, Charlestown, MA, 02129","(42.383453, -71.07348)",2484.93430233447
New England School of Photography,"537 Commonwealth Ave, Boston, MA, 02215","(42.34899, -71.09672)",2484.93270426691
Massachusetts Institute of Technology,"77 Massachusetts Avenue, Cambridge, MA, 02139-4307","(42.35947, -71.09396)",2484.73619579201
Wheelock College,"200 the Riverway, Boston, MA, 02215-4176","(42.34335, -71.10492)",2484.73156679199
Showa Boston Institute for Language and Culture,"420 Pond Street, Boston, MA, 02125","(42.309566, -71.13261)",2484.50685765987
Hellenic College,"50 Goddard Ave, Brookline, MA, 02445-7496","(42.318638, -71.129105)",2484.38738926127
Rhode Island College,"600 Mount Pleasant Ave, Providence, RI, 02908","(41.84263, -71.452934)",2484.36669032999
Fuller Circles School for Therapeutic Massage,"169 Rice Rips Rd., Oakland, ME, 04963","(44.56627, -69.67364)",2484.07839909604
University of New England,"11 Hills Beach Rd, Biddeford, ME, 04005","(43.457676, -70.38495)",2483.92782615622
Maine College of Art,"522 Congress Street, Portland, ME, 04101","(43.655937, -70.26114)",2483.71588828003
ASC English School,"1106 Commonwealth Avenue, Boston, MA, 02215","(42.35183, -71.12462)",2483.56989346592
Boston Graduate School of Psychoanalysis Inc,"1581 Beacon St, Brookline, MA, 02446","(42.339474, -71.133194)",2483.55840544343
Target International Student Center,"1105 Commonwealth Ave, Boston, MA, 02215","(42.35183, -71.125336)",2483.53716298474
High Expectations,"67 Summer Street, Malden, MA, 02148","(42.429184, -71.07407)",2483.50227548741
Empire Beauty School - Portland,"319 Marginal Way, Portland, ME, 04101","(43.66806, -70.25846)",2483.48269729791
Newbury College,"129 Fisher Ave, Brookline, MA, 02445","(42.3308, -71.14302)",2483.37637543044
North Shore Community College,"1 Ferncroft Rd, Danvers, MA, 01923-0840","(42.59398, -70.96644)",2483.37497320535
Approach International Student Center,"196 Harvard Avenue #2, Allston, MA, 02134","(42.350624, -71.131134)",2483.30924356936
Institute for Doctoral Studies in the Visual Arts,"795 Congress Street, Portland, ME, 04102","(43.654057, -70.27261)",2483.25143413993
International School of Advanced Learning,"20 Linden St. 2nd floor, Allston, MA, 02134","(42.35509, -71.1307)",2483.19160945497
The Academy at Harvard Square English Institute,"30 JFK Street 3rd Floor, Cambridge, MA, 02138","(42.372917, -71.119865)",2483.1383638311
"New England School of English, The","36 John F. Kennedy Street, Cambridge, MA, 02138","(42.37278, -71.11997)",2483.13777841811
Lesley University,"29 Everett St, Cambridge, MA, 02138-2790","(42.379868, -71.11736)",2483.03908903237
Boston International Academy,"1642 Commonwealth Avenue, Brighton, MA, 02135","(42.342445, -71.143715)",2482.98592396311
Everest Institute - Brighton,"1505 Commonwealth Ave, Brighton, MA, 02135-3605","(42.347107, -71.14112)",2482.9610128612
Pine Manor College,"400 Heath St, Chestnut Hill, MA, 02467","(42.32253, -71.15857)",2482.92023070856
Weston Jesuit School of Theology,"3 Phillips Pl, Cambridge, MA, 02138-3495","(42.376522, -71.12369)",2482.85266077738
Episcopal Divinity School,"99 Brattle St, Cambridge, MA, 02138-3494","(42.37615, -71.125275)",2482.79165495221
St. Johns River State College,"5001 Saint Johns Ave, Palatka, FL, 32177","(29.648275, -81.67904)",2482.78100320029
University of Southern Maine,"96 Falmouth St, Portland, ME, 04104","(43.661877, -70.27871)",2482.74646409928
Mount Ida College,"777 Dedham Street, Newton Centre, MA, 02459","(42.299156, -71.186844)",2482.34793500501
Cambridge Montessori Institute,"161 Garden Street, Cambridge, MA, 02138","(42.385582, -71.1323)",2482.18057668102
EF International Schools of English,"200 Lake Street, Boston, MA, 02135","(42.346386, -71.16212)",2482.02316299328
Saint John's Seminary,"127 Lake St, Brighton, MA, 02135","(42.340572, -71.166115)",2482.01951338909
Boston College,"140 Commonwealth Ave, Chestnut Hill, MA, 02467","(42.338757, -71.17025)",2481.8863485979
William James College,"1 Wells Avenue, Newton, MA, 02459","(42.297237, -71.20442)",2481.60333565047
The Elizabeth Grady School of Esthetics & Massage Therapy,"222 Boston Avenue, Medford, MA, 02155","(42.414406, -71.12613)",2481.57709020618
Andover College,"265 Western Avenue, South Portland, ME, 04106","(43.63784, -70.32348)",2481.42181435334
Andover Newton Theological School,"210 Herrick Rd, Newton Centre, MA, 02459-2243","(42.326813, -71.19145)",2481.28487754537
Hebrew College,"160 Herrick Road, Newton Centre, MA, 02459-2237","(42.32707, -71.19183)",2481.25958594069
The Landing School,"286 River Rd, Arundel, ME, 04046-1490","(43.379795, -70.50317)",2480.86325420276
Cortiva Institute - Boston,"103 Morse Street, Watertown, MA, 02472","(42.361362, -71.19044)",2480.26764491934
Maine Montessori Institute,"161 Field Road, Falmouth, ME, 04105","(43.76097, -70.27549)",2480.00131873045
New England School of Acupuncture Inc,"150 California Street, Newton, MA, 02458","(42.364613, -71.194916)",2479.96303748792
